batting_team,bowling_team,venue,toss_winner,toss_decision,team1_win_pct,team2_win_pct,toss_win_match_win,target
Kings XI Punjab,Sunrisers Hyderabad,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,bat,0.4473684210526316,0.4500907441016334,0,0
Sunrisers Hyderabad,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,bat,0.4500907441016334,0.4473684210526316,0,1
Mumbai Indians,Delhi Capitals,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Delhi Capitals,field,0.5390070921985816,0.4452690166975881,0,1
Delhi Capitals,Mumbai Indians,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Delhi Capitals,field,0.4452690166975881,0.5390070921985816,0,0
Kolkata Knight Riders,Royal Challengers Bangalore,Eden Gardens,Royal Challengers Bangalore,field,0.5027932960893855,0.4759916492693111,1,0
Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,Royal Challengers Bangalore,field,0.4759916492693111,0.5027932960893855,1,1
Delhi Capitals,Rising Pune Supergiants,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Rising Pune Supergiants,field,0.4452690166975881,0.35714285714285715,1,0
Rising Pune Supergiants,Delhi Capitals,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Rising Pune Supergiants,field,0.35714285714285715,0.4452690166975881,1,1
Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,Kings XI Punjab,field,0.4759916492693111,0.4473684210526316,0,1
Kings XI Punjab,Royal Challengers Bangalore,M Chinnaswamy Stadium,Kings XI Punjab,field,0.4473684210526316,0.4759916492693111,0,0
Kolkata Knight Riders,Gujarat Lions,Green Park,Gujarat Lions,field,0.5027932960893855,0.43333333333333335,1,0
Gujarat Lions,Kolkata Knight Riders,Green Park,Gujarat Lions,field,0.43333333333333335,0.5027932960893855,1,1
Sunrisers Hyderabad,Delhi Capitals,Shaheed Veer Narayan Singh International Stadium,Delhi Capitals,field,0.4500907441016334,0.4452690166975881,1,0
Delhi Capitals,Sunrisers Hyderabad,Shaheed Veer Narayan Singh International Stadium,Delhi Capitals,field,0.4452690166975881,0.4500907441016334,1,1
Kings XI Punjab,Rising Pune Supergiants,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Kings XI Punjab,bat,0.4473684210526316,0.35714285714285715,0,0
Rising Pune Supergiants,Kings XI Punjab,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,Kings XI Punjab,bat,0.35714285714285715,0.4473684210526316,0,1
Mumbai Indians,Gujarat Lions,Green Park,Gujarat Lions,field,0.5390070921985816,0.43333333333333335,1,0
Gujarat Lions,Mumbai Indians,Green Park,Gujarat Lions,field,0.43333333333333335,0.5390070921985816,1,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,Sunrisers Hyderabad,field,0.5027932960893855,0.4500907441016334,0,1
Sunrisers Hyderabad,Kolkata Knight Riders,Eden Gardens,Sunrisers Hyderabad,field,0.4500907441016334,0.5027932960893855,0,0
Delhi Capitals,Royal Challengers Bangalore,Shaheed Veer Narayan Singh International Stadium,Royal Challengers Bangalore,field,0.4452690166975881,0.4759916492693111,1,0
Royal Challengers Bangalore,Delhi Capitals,Shaheed Veer Narayan Singh International Stadium,Royal Challengers Bangalore,field,0.4759916492693111,0.4452690166975881,1,1
Gujarat Lions,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,field,0.43333333333333335,0.4759916492693111,1,0
Royal Challengers Bangalore,Gujarat Lions,M Chinnaswamy Stadium,Royal Challengers Bangalore,field,0.4759916492693111,0.43333333333333335,1,1
Sunrisers Hyderabad,Kolkata Knight Riders,Feroz Shah Kotla,Kolkata Knight Riders,field,0.4500907441016334,0.5027932960893855,0,1
Kolkata Knight Riders,Sunrisers Hyderabad,Feroz Shah Kotla,Kolkata Knight Riders,field,0.5027932960893855,0.4500907441016334,0,0
Gujarat Lions,Sunrisers Hyderabad,Feroz Shah Kotla,Sunrisers Hyderabad,field,0.43333333333333335,0.4500907441016334,1,0
Sunrisers Hyderabad,Gujarat Lions,Feroz Shah Kotla,Sunrisers Hyderabad,field,0.4500907441016334,0.43333333333333335,1,1
Sunrisers Hyderabad,Royal Challengers Bangalore,M Chinnaswamy Stadium,Sunrisers Hyderabad,bat,0.4500907441016334,0.4759916492693111,1,1
Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,Sunrisers Hyderabad,bat,0.4759916492693111,0.4500907441016334,1,0
Sunrisers Hyderabad,Royal Challengers Bangalore,"Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore,field,0.4500907441016334,0.4759916492693111,0,1
Royal Challengers Bangalore,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Royal Challengers Bangalore,field,0.4759916492693111,0.4500907441016334,0,0
Mumbai Indians,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,field,0.5390070921985816,0.625,1,0
Rising Pune Supergiant,Mumbai Indians,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,field,0.625,0.5390070921985816,1,1
Gujarat Lions,Kolkata Knight Riders,Saurashtra Cricket Association Stadium,Kolkata Knight Riders,field,0.43333333333333335,0.5027932960893855,1,0
Kolkata Knight Riders,Gujarat Lions,Saurashtra Cricket Association Stadium,Kolkata Knight Riders,field,0.5027932960893855,0.43333333333333335,1,1
Rising Pune Supergiant,Kings XI Punjab,Holkar Cricket Stadium,Kings XI Punjab,field,0.625,0.4473684210526316,1,0
Kings XI Punjab,Rising Pune Supergiant,Holkar Cricket Stadium,Kings XI Punjab,field,0.4473684210526316,0.625,1,1
Royal Challengers Bangalore,Delhi Capitals,M.Chinnaswamy Stadium,Royal Challengers Bangalore,bat,0.4759916492693111,0.4452690166975881,1,1
Delhi Capitals,Royal Challengers Bangalore,M.Chinnaswamy Stadium,Royal Challengers Bangalore,bat,0.4452690166975881,0.4759916492693111,1,0
Gujarat Lions,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,field,0.43333333333333335,0.4500907441016334,1,0
Sunrisers Hyderabad,Gujarat Lions,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,field,0.4500907441016334,0.43333333333333335,1,1
Kolkata Knight Riders,Mumbai Indians,Wankhede Stadium,Mumbai Indians,field,0.5027932960893855,0.5390070921985816,1,0
Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,Mumbai Indians,field,0.5390070921985816,0.5027932960893855,1,1
Royal Challengers Bangalore,Kings XI Punjab,Holkar Cricket Stadium,Royal Challengers Bangalore,bat,0.4759916492693111,0.4473684210526316,0,0
Kings XI Punjab,Royal Challengers Bangalore,Holkar Cricket Stadium,Royal Challengers Bangalore,bat,0.4473684210526316,0.4759916492693111,0,1
Delhi Capitals,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,field,0.4452690166975881,0.625,0,1
Rising Pune Supergiant,Delhi Capitals,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,field,0.625,0.4452690166975881,0,0
Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,Mumbai Indians,field,0.4500907441016334,0.5390070921985816,1,0
Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,Mumbai Indians,field,0.5390070921985816,0.4500907441016334,1,1
Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,field,0.4473684210526316,0.5027932960893855,1,0
Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,Kolkata Knight Riders,field,0.5027932960893855,0.4473684210526316,1,1
Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,Mumbai Indians,field,0.4759916492693111,0.5390070921985816,1,0
Mumbai Indians,Royal Challengers Bangalore,M Chinnaswamy Stadium,Mumbai Indians,field,0.5390070921985816,0.4759916492693111,1,1
Rising Pune Supergiant,Gujarat Lions,Saurashtra Cricket Association Stadium,Gujarat Lions,field,0.625,0.43333333333333335,1,0
Gujarat Lions,Rising Pune Supergiant,Saurashtra Cricket Association Stadium,Gujarat Lions,field,0.43333333333333335,0.625,1,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,Sunrisers Hyderabad,field,0.5027932960893855,0.4500907441016334,0,1
Sunrisers Hyderabad,Kolkata Knight Riders,Eden Gardens,Sunrisers Hyderabad,field,0.4500907441016334,0.5027932960893855,0,0
Delhi Capitals,Kings XI Punjab,Feroz Shah Kotla,Delhi Capitals,bat,0.4452690166975881,0.4473684210526316,1,1
Kings XI Punjab,Delhi Capitals,Feroz Shah Kotla,Delhi Capitals,bat,0.4473684210526316,0.4452690166975881,1,0
Gujarat Lions,Mumbai Indians,Wankhede Stadium,Mumbai Indians,field,0.43333333333333335,0.5390070921985816,1,0
Mumbai Indians,Gujarat Lions,Wankhede Stadium,Mumbai Indians,field,0.5390070921985816,0.43333333333333335,1,1
Rising Pune Supergiant,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,field,0.625,0.4759916492693111,0,1
Royal Challengers Bangalore,Rising Pune Supergiant,M Chinnaswamy Stadium,Royal Challengers Bangalore,field,0.4759916492693111,0.625,0,0
Delhi Capitals,Kolkata Knight Riders,Feroz Shah Kotla,Delhi Capitals,bat,0.4452690166975881,0.5027932960893855,0,0
Kolkata Knight Riders,Delhi Capitals,Feroz Shah Kotla,Delhi Capitals,bat,0.5027932960893855,0.4452690166975881,0,1
Sunrisers Hyderabad,Kings XI Punjab,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,field,0.4500907441016334,0.4473684210526316,0,1
Kings XI Punjab,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Kings XI Punjab,field,0.4473684210526316,0.4500907441016334,0,0
Royal Challengers Bangalore,Gujarat Lions,Saurashtra Cricket Association Stadium,Gujarat Lions,field,0.4759916492693111,0.43333333333333335,0,1
Gujarat Lions,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,Gujarat Lions,field,0.43333333333333335,0.4759916492693111,0,0
Sunrisers Hyderabad,Delhi Capitals,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bat,0.4500907441016334,0.4452690166975881,1,1
Delhi Capitals,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,bat,0.4452690166975881,0.4500907441016334,1,0
Kings XI Punjab,Mumbai Indians,Holkar Cricket Stadium,Mumbai Indians,field,0.4473684210526316,0.5390070921985816,1,0
Mumbai Indians,Kings XI Punjab,Holkar Cricket Stadium,Mumbai Indians,field,0.5390070921985816,0.4473684210526316,1,1
Kolkata Knight Riders,Gujarat Lions,Eden Gardens,Gujarat Lions,field,0.5027932960893855,0.43333333333333335,1,0
Gujarat Lions,Kolkata Knight Riders,Eden Gardens,Gujarat Lions,field,0.43333333333333335,0.5027932960893855,1,1
Mumbai Indians,Delhi Capitals,Wankhede Stadium,Delhi Capitals,field,0.5390070921985816,0.4452690166975881,0,1
Delhi Capitals,Mumbai Indians,Wankhede Stadium,Delhi Capitals,field,0.4452690166975881,0.5390070921985816,0,0
Sunrisers Hyderabad,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,field,0.4500907441016334,0.625,1,0
Rising Pune Supergiant,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,field,0.625,0.4500907441016334,1,1
Kings XI Punjab,Gujarat Lions,Saurashtra Cricket Association Stadium,Gujarat Lions,field,0.4473684210526316,0.43333333333333335,0,1
Gujarat Lions,Kings XI Punjab,Saurashtra Cricket Association Stadium,Gujarat Lions,field,0.43333333333333335,0.4473684210526316,0,0
Kolkata Knight Riders,Royal Challengers Bangalore,Eden Gardens,Royal Challengers Bangalore,field,0.5027932960893855,0.4759916492693111,0,1
Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,Royal Challengers Bangalore,field,0.4759916492693111,0.5027932960893855,0,0
Rising Pune Supergiant,Mumbai Indians,Wankhede Stadium,Mumbai Indians,field,0.625,0.5390070921985816,0,1
Mumbai Indians,Rising Pune Supergiant,Wankhede Stadium,Mumbai Indians,field,0.5390070921985816,0.625,0,0
Rising Pune Supergiant,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,Kolkata Knight Riders,field,0.625,0.5027932960893855,1,0
Kolkata Knight Riders,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,Kolkata Knight Riders,field,0.5027932960893855,0.625,1,1
Royal Challengers Bangalore,Gujarat Lions,M Chinnaswamy Stadium,Gujarat Lions,field,0.4759916492693111,0.43333333333333335,1,0
Gujarat Lions,Royal Challengers Bangalore,M Chinnaswamy Stadium,Gujarat Lions,field,0.43333333333333335,0.4759916492693111,1,1
Delhi Capitals,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,field,0.4452690166975881,0.5027932960893855,1,0
Kolkata Knight Riders,Delhi Capitals,Eden Gardens,Kolkata Knight Riders,field,0.5027932960893855,0.4452690166975881,1,1
Sunrisers Hyderabad,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,field,0.4500907441016334,0.4473684210526316,0,1
Kings XI Punjab,Sunrisers Hyderabad,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,field,0.4473684210526316,0.4500907441016334,0,0
Rising Pune Supergiant,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,Royal Challengers Bangalore,field,0.625,0.4759916492693111,0,1
Royal Challengers Bangalore,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,Royal Challengers Bangalore,field,0.4759916492693111,0.625,0,0
Gujarat Lions,Mumbai Indians,Saurashtra Cricket Association Stadium,Gujarat Lions,bat,0.43333333333333335,0.5390070921985816,0,0
Mumbai Indians,Gujarat Lions,Saurashtra Cricket Association Stadium,Gujarat Lions,bat,0.5390070921985816,0.43333333333333335,0,0
Delhi Capitals,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,field,0.4452690166975881,0.4473684210526316,1,0
Kings XI Punjab,Delhi Capitals,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kings XI Punjab,field,0.4473684210526316,0.4452690166975881,1,1
Sunrisers Hyderabad,Kolkata Knight Riders,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,field,0.4500907441016334,0.5027932960893855,0,1
Kolkata Knight Riders,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Kolkata Knight Riders,field,0.5027932960893855,0.4500907441016334,0,0
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,Royal Challengers Bangalore,bat,0.4759916492693111,0.5390070921985816,0,0
Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,Royal Challengers Bangalore,bat,0.5390070921985816,0.4759916492693111,0,1
Gujarat Lions,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,field,0.43333333333333335,0.625,1,0
Rising Pune Supergiant,Gujarat Lions,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,field,0.625,0.43333333333333335,1,1
Sunrisers Hyderabad,Delhi Capitals,Feroz Shah Kotla,Delhi Capitals,field,0.4500907441016334,0.4452690166975881,1,0
Delhi Capitals,Sunrisers Hyderabad,Feroz Shah Kotla,Delhi Capitals,field,0.4452690166975881,0.4500907441016334,1,1
Kolkata Knight Riders,Rising Pune Supergiant,Eden Gardens,Rising Pune Supergiant,field,0.5027932960893855,0.625,1,0
Rising Pune Supergiant,Kolkata Knight Riders,Eden Gardens,Rising Pune Supergiant,field,0.625,0.5027932960893855,1,1
Gujarat Lions,Delhi Capitals,Feroz Shah Kotla,Delhi Capitals,field,0.43333333333333335,0.4452690166975881,1,0
Delhi Capitals,Gujarat Lions,Feroz Shah Kotla,Delhi Capitals,field,0.4452690166975881,0.43333333333333335,1,1
Kings XI Punjab,Royal Challengers Bangalore,M Chinnaswamy Stadium,Royal Challengers Bangalore,field,0.4473684210526316,0.4759916492693111,0,1
Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,Royal Challengers Bangalore,field,0.4759916492693111,0.4473684210526316,0,0
Rising Pune Supergiant,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,field,0.625,0.4500907441016334,0,1
Sunrisers Hyderabad,Rising Pune Supergiant,"Rajiv Gandhi International Stadium, Uppal",Sunrisers Hyderabad,field,0.4500907441016334,0.625,0,0
Mumbai Indians,Delhi Capitals,Feroz Shah Kotla,Delhi Capitals,field,0.5390070921985816,0.4452690166975881,0,1
Delhi Capitals,Mumbai Indians,Feroz Shah Kotla,Delhi Capitals,field,0.4452690166975881,0.5390070921985816,0,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,Kolkata Knight Riders,field,0.4759916492693111,0.5027932960893855,1,0
Kolkata Knight Riders,Royal Challengers Bangalore,M Chinnaswamy Stadium,Kolkata Knight Riders,field,0.5027932960893855,0.4759916492693111,1,1
Kings XI Punjab,Gujarat Lions,"Punjab Cricket Association IS Bindra Stadium, Mohali",Gujarat Lions,field,0.4473684210526316,0.43333333333333335,1,0
Gujarat Lions,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",Gujarat Lions,field,0.43333333333333335,0.4473684210526316,1,1
Mumbai Indians,Sunrisers Hyderabad,"Rajiv Gandhi International Stadium, Uppal",Mumbai Indians,bat,0.5390070921985816,0.4500907441016334,0,0
Sunrisers Hyderabad,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",Mumbai Indians,bat,0.4500907441016334,0.5390070921985816,0,1
Kings XI Punjab,Kolkata Knight Riders,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kolkata Knight Riders,field,0.4473684210526316,0.5027932960893855,0,1
Kolkata Knight Riders,Kings XI Punjab,"Punjab Cricket Association IS Bindra Stadium, Mohali",Kolkata Knight Riders,field,0.5027932960893855,0.4473684210526316,0,0
Gujarat Lions,Delhi Capitals,Green Park,Delhi Capitals,field,0.43333333333333335,0.4452690166975881,1,0
Delhi Capitals,Gujarat Lions,Green Park,Delhi Capitals,field,0.4452690166975881,0.43333333333333335,1,1
Kings XI Punjab,Mumbai Indians,Wankhede Stadium,Mumbai Indians,field,0.4473684210526316,0.5390070921985816,0,1
Mumbai Indians,Kings XI Punjab,Wankhede Stadium,Mumbai Indians,field,0.5390070921985816,0.4473684210526316,0,0
Delhi Capitals,Rising Pune Supergiant,Feroz Shah Kotla,Delhi Capitals,bat,0.4452690166975881,0.625,1,1
Rising Pune Supergiant,Delhi Capitals,Feroz Shah Kotla,Delhi Capitals,bat,0.625,0.4452690166975881,1,0
Gujarat Lions,Sunrisers Hyderabad,Green Park,Sunrisers Hyderabad,field,0.43333333333333335,0.4500907441016334,1,0
Sunrisers Hyderabad,Gujarat Lions,Green Park,Sunrisers Hyderabad,field,0.4500907441016334,0.43333333333333335,1,1
Mumbai Indians,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,field,0.5390070921985816,0.5027932960893855,0,1
Kolkata Knight Riders,Mumbai Indians,Eden Gardens,Kolkata Knight Riders,field,0.5027932960893855,0.5390070921985816,0,0
Kings XI Punjab,Rising Pune Supergiant,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,field,0.4473684210526316,0.625,1,0
Rising Pune Supergiant,Kings XI Punjab,Maharashtra Cricket Association Stadium,Rising Pune Supergiant,field,0.625,0.4473684210526316,1,1
Royal Challengers Bangalore,Delhi Capitals,Feroz Shah Kotla,Royal Challengers Bangalore,bat,0.4759916492693111,0.4452690166975881,1,1
Delhi Capitals,Royal Challengers Bangalore,Feroz Shah Kotla,Royal Challengers Bangalore,bat,0.4452690166975881,0.4759916492693111,1,0
Rising Pune Supergiant,Mumbai Indians,Wankhede Stadium,Mumbai Indians,field,0.625,0.5390070921985816,0,1
Mumbai Indians,Rising Pune Supergiant,Wankhede Stadium,Mumbai Indians,field,0.5390070921985816,0.625,0,0
Sunrisers Hyderabad,Kolkata Knight Riders,M Chinnaswamy Stadium,Kolkata Knight Riders,field,0.4500907441016334,0.5027932960893855,1,0
Kolkata Knight Riders,Sunrisers Hyderabad,M Chinnaswamy Stadium,Kolkata Knight Riders,field,0.5027932960893855,0.4500907441016334,1,1
Kolkata Knight Riders,Mumbai Indians,M Chinnaswamy Stadium,Mumbai Indians,field,0.5027932960893855,0.5390070921985816,1,0
Mumbai Indians,Kolkata Knight Riders,M Chinnaswamy Stadium,Mumbai Indians,field,0.5390070921985816,0.5027932960893855,1,1
Mumbai Indians,Rising Pune Supergiant,"Rajiv Gandhi International Stadium, Uppal",Mumbai Indians,bat,0.5390070921985816,0.625,1,1
Rising Pune Supergiant,Mumbai Indians,"Rajiv Gandhi International Stadium, Uppal",Mumbai Indians,bat,0.625,0.5390070921985816,1,0
Mumbai Indians,Chennai Super Kings,Wankhede Stadium,Chennai Super Kings,field,0.5390070921985816,0.5614035087719298,1,0
Chennai Super Kings,Mumbai Indians,Wankhede Stadium,Chennai Super Kings,field,0.5614035087719298,0.5390070921985816,1,1
Delhi Capitals,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,field,0.4452690166975881,0.4473684210526316,1,0
Kings XI Punjab,Delhi Capitals,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,field,0.4473684210526316,0.4452690166975881,1,1
Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,Kolkata Knight Riders,field,0.4759916492693111,0.5027932960893855,1,0
Kolkata Knight Riders,Royal Challengers Bangalore,Eden Gardens,Kolkata Knight Riders,field,0.5027932960893855,0.4759916492693111,1,1
Rajasthan Royals,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,field,0.49269311064718163,0.4500907441016334,1,0
Sunrisers Hyderabad,Rajasthan Royals,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,field,0.4500907441016334,0.49269311064718163,1,1
Kolkata Knight Riders,Chennai Super Kings,MA Chidambaram Stadium,Chennai Super Kings,field,0.5027932960893855,0.5614035087719298,1,0
Chennai Super Kings,Kolkata Knight Riders,MA Chidambaram Stadium,Chennai Super Kings,field,0.5614035087719298,0.5027932960893855,1,1
Rajasthan Royals,Delhi Capitals,Sawai Mansingh Stadium,Delhi Capitals,field,0.49269311064718163,0.4452690166975881,0,1
Delhi Capitals,Rajasthan Royals,Sawai Mansingh Stadium,Delhi Capitals,field,0.4452690166975881,0.49269311064718163,0,0
Mumbai Indians,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,field,0.5390070921985816,0.4500907441016334,1,0
Sunrisers Hyderabad,Mumbai Indians,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,field,0.4500907441016334,0.5390070921985816,1,1
Kings XI Punjab,Royal Challengers Bangalore,M.Chinnaswamy Stadium,Royal Challengers Bangalore,field,0.4473684210526316,0.4759916492693111,1,0
Royal Challengers Bangalore,Kings XI Punjab,M.Chinnaswamy Stadium,Royal Challengers Bangalore,field,0.4759916492693111,0.4473684210526316,1,1
Mumbai Indians,Delhi Capitals,Wankhede Stadium,Delhi Capitals,field,0.5390070921985816,0.4452690166975881,1,0
Delhi Capitals,Mumbai Indians,Wankhede Stadium,Delhi Capitals,field,0.4452690166975881,0.5390070921985816,1,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,Sunrisers Hyderabad,field,0.5027932960893855,0.4500907441016334,1,0
Sunrisers Hyderabad,Kolkata Knight Riders,Eden Gardens,Sunrisers Hyderabad,field,0.4500907441016334,0.5027932960893855,1,1
Rajasthan Royals,Royal Challengers Bangalore,M.Chinnaswamy Stadium,Royal Challengers Bangalore,field,0.49269311064718163,0.4759916492693111,0,1
Royal Challengers Bangalore,Rajasthan Royals,M.Chinnaswamy Stadium,Royal Challengers Bangalore,field,0.4759916492693111,0.49269311064718163,0,0
Kings XI Punjab,Chennai Super Kings,Punjab Cricket Association IS Bindra Stadium,Chennai Super Kings,field,0.4473684210526316,0.5614035087719298,0,1
Chennai Super Kings,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,Chennai Super Kings,field,0.5614035087719298,0.4473684210526316,0,0
Kolkata Knight Riders,Delhi Capitals,Eden Gardens,Delhi Capitals,field,0.5027932960893855,0.4452690166975881,0,1
Delhi Capitals,Kolkata Knight Riders,Eden Gardens,Delhi Capitals,field,0.4452690166975881,0.5027932960893855,0,0
Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,Royal Challengers Bangalore,field,0.5390070921985816,0.4759916492693111,0,1
Royal Challengers Bangalore,Mumbai Indians,Wankhede Stadium,Royal Challengers Bangalore,field,0.4759916492693111,0.5390070921985816,0,0
Rajasthan Royals,Kolkata Knight Riders,Sawai Mansingh Stadium,Kolkata Knight Riders,field,0.49269311064718163,0.5027932960893855,1,0
Kolkata Knight Riders,Rajasthan Royals,Sawai Mansingh Stadium,Kolkata Knight Riders,field,0.5027932960893855,0.49269311064718163,1,1
Kings XI Punjab,Sunrisers Hyderabad,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,bat,0.4473684210526316,0.4500907441016334,1,1
Sunrisers Hyderabad,Kings XI Punjab,Punjab Cricket Association IS Bindra Stadium,Kings XI Punjab,bat,0.4500907441016334,0.4473684210526316,1,0
Chennai Super Kings,Rajasthan Royals,Maharashtra Cricket Association Stadium,Rajasthan Royals,field,0.5614035087719298,0.49269311064718163,0,1
Rajasthan Royals,Chennai Super Kings,Maharashtra Cricket Association Stadium,Rajasthan Royals,field,0.49269311064718163,0.5614035087719298,0,0
Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,Kings XI Punjab,field,0.5027932960893855,0.4473684210526316,1,0
Kings XI Punjab,Kolkata Knight Riders,Eden Gardens,Kings XI Punjab,field,0.4473684210526316,0.5027932960893855,1,1
Delhi Capitals,Royal Challengers Bangalore,M.Chinnaswamy Stadium,Royal Challengers Bangalore,field,0.4452690166975881,0.4759916492693111,1,0
Royal Challengers Bangalore,Delhi Capitals,M.Chinnaswamy Stadium,Royal Challengers Bangalore,field,0.4759916492693111,0.4452690166975881,1,1
Chennai Super Kings,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,field,0.5614035087719298,0.4500907441016334,0,1
Sunrisers Hyderabad,Chennai Super Kings,Rajiv Gandhi International Stadium,Sunrisers Hyderabad,field,0.4500907441016334,0.5614035087719298,0,0
Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,Mumbai Indians,bat,0.5390070921985816,0.49269311064718163,0,0
Rajasthan Royals,Mumbai Indians,Sawai Mansingh Stadium,Mumbai Indians,bat,0.49269311064718163,0.5390070921985816,0,1
Kings XI Punjab,Delhi Capitals,Arun Jaitley Stadium,Delhi Capitals,field,0.4473684210526316,0.4452690166975881,0,1
Delhi Capitals,Kings XI Punjab,Arun Jaitley Stadium,Delhi Capitals,field,0.4452690166975881,0.4473684210526316,0,0
Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,Mumbai Indians,field,0.4500907441016334,0.5390070921985816,0,1
Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,Mumbai Indians,field,0.5390070921985816,0.4500907441016334,0,0
Royal Challengers Bangalore,Chennai Super Kings,M.Chinnaswamy Stadium,Chennai Super Kings,field,0.4759916492693111,0.5614035087719298,1,0
Chennai Super Kings,Royal Challengers Bangalore,M.Chinnaswamy Stadium,Chennai Super Kings,field,0.5614035087719298,0.4759916492693111,1,1
